1/21/2020,0
1/22/2020,1
1/23/2020,1
1/24/2020,2
1/25/2020,3
1/26/2020,3
1/27/2020,4
1/28/2020,7
1/29/2020,6
1/30/2020,8
1/31/2020,8
2/1/2020,7
2/2/2020,6
2/3/2020,6
2/4/2020,6
2/5/2020,4
2/6/2020,4
2/7/2020,5
2/8/2020,4
2/9/2020,4
2/10/2020,4
2/11/2020,3
2/12/2020,3
2/13/2020,4
2/14/2020,3
2/15/2020,3
2/16/2020,3
2/17/2020,3
2/18/2020,3
2/19/2020,2
2/20/2020,2
2/21/2020,2
2/22/2020,2
2/23/2020,2
2/24/2020,2
2/25/2020,2
2/26/2020,3
2/27/2020,3
2/28/2020,4
2/29/2020,3
3/1/2020,4
3/2/2020,8
3/3/2020,16
3/4/2020,23
3/5/2020,18
3/6/2020,14
3/7/2020,12
3/8/2020,12
3/9/2020,15
3/10/2020,17
3/11/2020,20
3/12/2020,24
3/13/2020,31
3/14/2020,31
3/15/2020,33
3/16/2020,35
3/17/2020,38
3/18/2020,40
3/19/2020,75
3/20/2020,57
3/21/2020,67
3/22/2020,73
3/23/2020,77
3/24/2020,77
3/25/2020,90
3/26/2020,91
3/27/2020,98
3/28/2020,100
3/29/2020,94
3/30/2020,77
3/31/2020,76
4/1/2020,72
4/2/2020,67
4/3/2020,85
4/4/2020,83
4/5/2020,80
4/6/2020,58
4/7/2020,55
4/8/2020,53
4/9/2020,54
4/10/2020,54
4/11/2020,55
4/12/2020,54
4/13/2020,74
4/14/2020,48
4/15/2020,69
4/16/2020,67
4/17/2020,69
4/18/2020,69
