1/21/2020,4
1/22/2020,7
1/23/2020,14
1/24/2020,17
1/25/2020,31
1/26/2020,32
1/27/2020,44
1/28/2020,54
1/29/2020,37
1/30/2020,37
1/31/2020,51
2/1/2020,39
2/2/2020,39
2/3/2020,42
2/4/2020,35
2/5/2020,33
2/6/2020,38
2/7/2020,39
2/8/2020,30
2/9/2020,21
2/10/2020,25
2/11/2020,22
2/12/2020,17
2/13/2020,22
2/14/2020,17
2/15/2020,16
2/16/2020,13
2/17/2020,15
2/18/2020,19
2/19/2020,24
2/20/2020,47
2/21/2020,65
2/22/2020,68
2/23/2020,85
2/24/2020,81
2/25/2020,68
2/26/2020,61
2/27/2020,54
2/28/2020,53
2/29/2020,51
3/1/2020,43
3/2/2020,39
3/3/2020,35
3/4/2020,37
3/5/2020,34
3/6/2020,33
3/7/2020,39
3/8/2020,46
3/9/2020,41
3/10/2020,42
3/11/2020,39
3/12/2020,56
3/13/2020,51
3/14/2020,53
3/15/2020,53
3/16/2020,56
3/17/2020,50
3/18/2020,52
3/19/2020,55
3/20/2020,51
3/21/2020,59
3/22/2020,63
3/23/2020,55
3/24/2020,51
3/25/2020,56
3/26/2020,58
3/27/2020,68
3/28/2020,72
3/29/2020,78
3/30/2020,68
3/31/2020,52
4/1/2020,62
4/2/2020,66
4/3/2020,66
4/4/2020,100
4/5/2020,100
4/6/2020,70
4/7/2020,91
4/8/2020,83
4/9/2020,47
4/10/2020,54
4/11/2020,50
4/12/2020,43
4/13/2020,54
4/14/2020,49
4/15/2020,61
4/16/2020,50
4/17/2020,57
4/18/2020,64
4/19/2020,57
4/20/2020,48
4/21/2020,44
