1/21/2020,2
1/22/2020,4
1/23/2020,5
1/24/2020,8
1/25/2020,10
1/26/2020,11
1/27/2020,11
1/28/2020,15
1/29/2020,14
1/30/2020,16
1/31/2020,16
2/1/2020,12
2/2/2020,10
2/3/2020,8
2/4/2020,8
2/5/2020,7
2/6/2020,7
2/7/2020,8
2/8/2020,7
2/9/2020,7
2/10/2020,7
2/11/2020,7
2/12/2020,6
2/13/2020,7
2/14/2020,5
2/15/2020,5
2/16/2020,5
2/17/2020,5
2/18/2020,4
2/19/2020,4
2/20/2020,4
2/21/2020,7
2/22/2020,11
2/23/2020,17
2/24/2020,19
2/25/2020,24
2/26/2020,27
2/27/2020,27
2/28/2020,29
2/29/2020,26
3/1/2020,26
3/2/2020,30
3/3/2020,30
3/4/2020,33
3/5/2020,35
3/6/2020,35
3/7/2020,34
3/8/2020,38
3/9/2020,47
3/10/2020,53
3/11/2020,63
3/12/2020,92
3/13/2020,92
3/14/2020,85
3/15/2020,100
3/16/2020,96
3/17/2020,92
3/18/2020,88
3/19/2020,84
3/20/2020,82
3/21/2020,82
3/22/2020,90
3/23/2020,80
3/24/2020,75
3/25/2020,73
3/26/2020,70
3/27/2020,72
3/28/2020,70
3/29/2020,68
3/30/2020,59
3/31/2020,56
4/1/2020,54
4/2/2020,54
4/3/2020,68
4/4/2020,72
4/5/2020,75
4/6/2020,60
4/7/2020,63
4/8/2020,60
4/9/2020,56
4/10/2020,56
4/11/2020,46
4/12/2020,44
4/13/2020,57
4/14/2020,52
4/15/2020,54
4/16/2020,51
4/17/2020,52
4/18/2020,50
