1/21/2020,1
1/22/2020,2
1/23/2020,2
1/24/2020,5
1/25/2020,5
1/26/2020,6
1/27/2020,9
1/28/2020,9
1/29/2020,9
1/30/2020,9
1/31/2020,14
2/1/2020,8
2/2/2020,9
2/3/2020,9
2/4/2020,7
2/5/2020,7
2/6/2020,5
2/7/2020,7
2/8/2020,5
2/9/2020,3
2/10/2020,4
2/11/2020,3
2/12/2020,3
2/13/2020,5
2/14/2020,3
2/15/2020,4
2/16/2020,3
2/17/2020,3
2/18/2020,3
2/19/2020,3
2/20/2020,3
2/21/2020,3
2/22/2020,5
2/23/2020,7
2/24/2020,8
2/25/2020,12
2/26/2020,13
2/27/2020,11
2/28/2020,13
2/29/2020,11
3/1/2020,10
3/2/2020,15
3/3/2020,16
3/4/2020,13
3/5/2020,14
3/6/2020,15
3/7/2020,13
3/8/2020,14
3/9/2020,15
3/10/2020,19
3/11/2020,22
3/12/2020,33
3/13/2020,34
3/14/2020,35
3/15/2020,34
3/16/2020,43
3/17/2020,42
3/18/2020,41
3/19/2020,41
3/20/2020,34
3/21/2020,38
3/22/2020,40
3/23/2020,37
3/24/2020,38
3/25/2020,45
3/26/2020,46
3/27/2020,67
3/28/2020,90
3/29/2020,100
3/30/2020,87
3/31/2020,75
4/1/2020,72
4/2/2020,71
4/3/2020,62
4/4/2020,70
4/5/2020,66
4/6/2020,48
4/7/2020,46
4/8/2020,45
4/9/2020,31
4/10/2020,34
4/11/2020,39
4/12/2020,37
4/13/2020,32
4/14/2020,36
4/15/2020,34
4/16/2020,31
4/17/2020,36
4/18/2020,40
4/19/2020,39
4/20/2020,34
4/21/2020,32
