1/21/2020,2
1/22/2020,4
1/23/2020,6
1/24/2020,8
1/25/2020,9
1/26/2020,11
1/27/2020,16
1/28/2020,20
1/29/2020,20
1/30/2020,19
1/31/2020,21
2/1/2020,15
2/2/2020,15
2/3/2020,14
2/4/2020,14
2/5/2020,15
2/6/2020,15
2/7/2020,14
2/8/2020,13
2/9/2020,12
2/10/2020,14
2/11/2020,10
2/12/2020,12
2/13/2020,14
2/14/2020,14
2/15/2020,15
2/16/2020,13
2/17/2020,15
2/18/2020,15
2/19/2020,15
2/20/2020,14
2/21/2020,17
2/22/2020,15
2/23/2020,15
2/24/2020,20
2/25/2020,24
2/26/2020,30
2/27/2020,34
2/28/2020,34
2/29/2020,25
3/1/2020,23
3/2/2020,25
3/3/2020,22
3/4/2020,25
3/5/2020,22
3/6/2020,25
3/7/2020,18
3/8/2020,23
3/9/2020,25
3/10/2020,26
3/11/2020,23
3/12/2020,33
3/13/2020,33
3/14/2020,31
3/15/2020,29
3/16/2020,34
3/17/2020,37
3/18/2020,31
3/19/2020,31
3/20/2020,30
3/21/2020,29
3/22/2020,36
3/23/2020,35
3/24/2020,35
3/25/2020,39
3/26/2020,47
3/27/2020,91
3/28/2020,100
3/29/2020,92
3/30/2020,82
3/31/2020,86
4/1/2020,78
4/2/2020,79
4/3/2020,76
4/4/2020,79
4/5/2020,82
4/6/2020,74
4/7/2020,73
4/8/2020,62
4/9/2020,27
4/10/2020,24
4/11/2020,24
4/12/2020,28
4/13/2020,27
4/14/2020,22
4/15/2020,22
4/16/2020,22
4/17/2020,20
4/18/2020,19
4/19/2020,17
4/20/2020,24
4/21/2020,20
