"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ReDR","DeathR","HealR","RiskD","RiskT"
"X2.29.20",3150,27,16,813,5,3,0.617862559592354,0.00529596479650589,0.00313834950904053,3107,1,0.00507936507936508,0.00857142857142857,1.66666666666667,1.6875
"X3.1.20",3736,30,17,586,3,1,0.732804610360963,0.00588440532945099,0.00333449635335556,3689,1,0.00455032119914347,0.00802997858672377,3,1.76470588235294
"X3.2.20",4335,30,28,599,0,11,0.850296570105668,0.00588440532945099,0.00549211164082092,4277,0,0.00645905420991926,0.0069204152249135,0,1.07142857142857
"X3.3.20",5186,30,28,851,0,0,1.01721753461776,0.00588440532945099,0.00549211164082092,5128,0,0.00539915156189742,0.00578480524489009,0,1.07142857142857
"X3.4.20",5621,41,35,435,11,7,1.1025414118948,0.00804202061691635,0.00686513955102615,5545,1,0.0062266500622665,0.00729407578722647,1.57142857142857,1.17142857142857
"X3.5.20",6088,41,35,467,0,0,1.19414198818992,0.00804202061691635,0.00686513955102615,6012,0,0.00574901445466491,0.00673455978975033,0,1.17142857142857
"X3.6.20",6593,135,42,505,94,7,1.29319614456901,0.0264798239825294,0.00823816746123138,6416,1,0.00637039284089186,0.0204762627028667,13.4285714285714,3.21428571428571
"X3.7.20",7041,135,44,448,0,2,1.38106993082215,0.0264798239825294,0.00863046114986145,6862,0,0.00624911234199688,0.0191734128674904,0,3.06818181818182
"X3.8.20",7314,118,50,273,-17,6,1.43461801932015,0.0231453276291739,0.00980734221575164,7146,1,0.00683620453923981,0.016133442712606,-2.83333333333333,2.36
"X3.9.20",7478,118,53,164,0,3,1.46678610178782,0.0231453276291739,0.0103957827486967,7307,0,0.0070874565391816,0.01577962021931,0,2.22641509433962
"X3.10.20",7513,247,54,35,129,1,1.47365124133884,0.0484482705458131,0.0105919295930118,7212,1,0.00718754159456941,0.032876347664049,129,4.57407407407407
"X3.11.20",7755,288,60,242,41,6,1.52111877766308,0.0564902911627295,0.011768810658902,7407,1,0.00773694390715667,0.037137330754352,6.83333333333333,4.8
"X3.12.20",7869,333,66,114,45,6,1.54347951791499,0.0653168991569059,0.0129456917247922,7470,1,0.00838734273732368,0.0423179565383149,7.5,5.04545454545455
"X3.13.20",7979,510,66,110,177,0,1.56505567078965,0.100034890600667,0.0129456917247922,7403,1,0.0082717132472741,0.0639177841834816,177,7.72727272727273
"X3.14.20",8086,510,72,107,0,6,1.58604338313136,0.100034890600667,0.0141225727906824,7504,0,0.00890427900074202,0.063071976255256,0,7.08333333333333
"X3.15.20",8162,510,75,76,0,3,1.6009505432993,0.100034890600667,0.0147110133236275,7577,0,0.00918892428326391,0.0624846851261946,0,6.8
"X3.16.20",8236,1137,75,74,627,0,1.61546540977861,0.223018961986192,0.0147110133236275,7024,1,0.00910636231180185,0.138052452646916,627,15.16
"X3.17.20",8320,1407,81,84,270,6,1.63194174470107,0.275978609951251,0.0158878943895177,6832,1,0.00973557692307692,0.169110576923077,45,17.3703703703704
"X3.18.20",8413,1540,84,93,133,3,1.65018340122237,0.302066140245151,0.0164763349224628,6789,1,0.00998454772376085,0.183050041602282,44.3333333333333,18.3333333333333
"X3.19.20",8565,1540,91,152,0,7,1.67999772155826,0.302066140245151,0.017849362832668,6934,0,0.0106246351430239,0.17980151780502,0,16.9230769230769
"X3.20.20",8652,1540,94,87,0,3,1.69706249701366,0.302066140245151,0.0184378033656131,7018,0,0.0108645399907536,0.177993527508091,0,16.3829787234043
"X3.21.20",8799,1540,102,147,0,8,1.72589608312797,0.302066140245151,0.0200069781201334,7157,0,0.0115922263893624,0.175019888623707,0,15.0980392156863
"X3.22.20",8961,2909,111,162,1369,9,1.75767187190701,0.570591170112431,0.0217722997189686,5941,1,0.012387010378306,0.324628947662091,152.111111111111,26.2072072072072
"X3.23.20",8961,2909,111,0,0,0,1.75767187190701,0.570591170112431,0.0217722997189686,5941,0,0.012387010378306,0.324628947662091,0,26.2072072072072
"X3.24.20",9037,3507,120,76,598,9,1.77257903207495,0.68788698301282,0.0235376213178039,5410,1,0.0132787429456678,0.388071262587142,66.4444444444444,29.225
"X3.25.20",9137,3730,126,100,223,6,1.79219371650646,0.731627729295072,0.0247145023836941,5281,1,0.0137900842727372,0.408230272518332,37.1666666666667,29.6031746031746
