"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ConfDR","DeathR","HealR","RiskD","RiskT"
"X4.9.20",25435,3108,1186,1230,175,134,9.48787802815223,1.1593601301945,0.442407050968687,21141,0.971563981042654,0.0466286612934932,0.122193827403185,1.30597014925373,2.62057335581788
"X4.10.20",26457,3393,1285,1022,285,99,9.86910906195493,1.26567211124516,0.47933647596523,21779,0.830894308943089,0.0485693767244963,0.128245832860869,2.87878787878788,2.64046692607004
"X4.11.20",27345,3665,1323,888,272,38,10.2003548134391,1.36713477386192,0.493511406771984,22357,0.868884540117417,0.0483817882611081,0.134028158712745,7.15789473684211,2.77021919879063
"X4.12.20",28052,3893,1364,707,228,41,10.4640831313437,1.45218435870244,0.508805411063481,22795,0.796171171171171,0.0486239840296592,0.138777983744475,5.5609756097561,2.85410557184751
"X4.13.20",28839,4049,1405,787,156,41,10.7576534088414,1.51037617990912,0.524099415354979,23385,1.11315417256011,0.0487187489163979,0.140400152571171,3.80487804878049,2.88185053380783
"X4.14.20",29655,4391,1543,816,342,138,11.0620413966917,1.6379505571699,0.57557679565319,23721,1.03684879288437,0.0520316978587085,0.148069465520148,2.47826086956522,2.84575502268308
"X4.15.20",30507,4715,1742,852,324,199,11.379858266359,1.75881049352222,0.649808670141191,24050,1.04411764705882,0.0571016488019143,0.154554692365687,1.62814070351759,2.70665901262916
"X4.16.20",31618,6629,1889,1111,1914,147,11.7942884802091,2.47277937678872,0.704643270893633,23100,1.30399061032864,0.0597444493642862,0.209659054968689,13.0204081632653,3.50926416093171
"X4.17.20",32664,7077,1988,1046,448,99,12.1844721018897,2.63989435051045,0.741572695890177,23599,0.941494149414941,0.0608621111927504,0.216660543717855,4.52525252525253,3.55985915492958
"X4.18.20",33736,7604,2120,1072,527,132,12.5843543604381,2.83647825933043,0.790811929218901,24012,1.02485659655832,0.062840882143704,0.225397201802229,3.99242424242424,3.58679245283019
"X4.19.20",34597,7901,2163,861,297,43,12.9055284505596,2.94726653432006,0.806851982500227,24533,0.803171641791045,0.0625198716651733,0.228372402231407,6.90697674418605,3.65279704114656
