"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ConfDR","DeathR","HealR","RiskD","RiskT"
"X4.3.20",11945,2092,396,975,226,48,0.201055987452356,0.0352121494977253,0.00666539732366119,9457,1.19047619047619,0.0331519464210967,0.175136040184177,4.70833333333333,5.28282828282828
"X4.4.20",12446,2299,420,501,207,24,0.209488724975473,0.0386963344623664,0.00706936079782247,9727,0.513846153846154,0.0337457817772778,0.184717981680861,8.625,5.47380952380952
"X4.5.20",13182,2559,442,736,260,22,0.221876938183085,0.0430726054324469,0.00743966064913699,10181,1.4690618762475,0.0335305719921105,0.19412835685025,11.8181818181818,5.789592760181
"X4.6.20",14068,2873,468,886,314,26,0.236789923104206,0.0483577942193904,0.00787728774614504,10727,1.20380434782609,0.0332669889110037,0.20422234859255,12.0769230769231,6.13888888888889
"X4.7.20",14740,3140,496,672,267,28,0.248100900380722,0.0528518878694347,0.00834857846599987,11104,0.758465011286682,0.0336499321573948,0.213025780189959,9.53571428571429,6.33064516129032
"X4.8.20",15478,3379,527,738,239,31,0.260522777211182,0.0568746907996242,0.00887036462012487,11572,1.09821428571429,0.0340483266571909,0.21830985915493,7.70967741935484,6.41176470588235
"X4.9.20",16479,3668,592,1001,289,65,0.277371420445992,0.061739084300983,0.00996443236264501,12219,1.35636856368564,0.0359245099824018,0.222586321985557,4.44615384615385,6.19594594594595
"X4.10.20",17191,4075,641,712,407,49,0.289355670179443,0.0685896315503014,0.010789191122391,12475,0.711288711288711,0.0372869524751323,0.23704263858996,8.30612244897959,6.35725429017161
"X4.11.20",18189,4427,694,998,352,53,0.306153817979983,0.0745144291713336,0.0116812771278305,13068,1.40168539325843,0.0381549288031228,0.243388861399747,6.64150943396226,6.37896253602305
"X4.12.20",19237,4772,797,1048,345,103,0.323793556351693,0.080321404112402,0.0134149537044393,13668,1.0501002004008,0.0414305764932162,0.248063627384727,3.3495145631068,5.98745294855709
"X4.13.20",20411,5105,845,1174,333,48,0.343554102962749,0.0859263973163899,0.0142228806527619,14461,1.12022900763359,0.0413992455048748,0.25011023467738,6.9375,6.0414201183432
"X4.14.20",21526,5586,932,1115,481,87,0.362321572699825,0.0940224986110389,0.0156872482465965,15008,0.949744463373083,0.0432964786769488,0.259500139366348,5.52873563218391,5.99356223175966
"X4.15.20",22629,5974,959,1103,388,27,0.380887060699821,0.100553241443313,0.016141707155028,15696,0.989237668161435,0.0423792478677803,0.263997525299395,14.3703703703704,6.22940563086549
"X4.16.20",24105,6413,1003,1476,439,44,0.40573081436074,0.10794240665818,0.016882306857657,16689,1.33816863100635,0.0416096245592201,0.266044389130886,9.97727272727273,6.3938185443669
"X4.17.20",25453,6874,1056,1348,461,53,0.428420096159465,0.115701871724361,0.0177743928630965,17523,0.913279132791328,0.0414882332141594,0.270066396888383,8.69811320754717,6.5094696969697
"X4.18.20",27027,7201,1084,1574,327,28,0.454913367339876,0.121205874059809,0.0182456835829513,18742,1.16765578635015,0.0401080401080401,0.266437266437266,11.6785714285714,6.6429889298893
"X4.19.20",28253,7583,1144,1226,382,60,0.475549168144949,0.127635626023542,0.0192555922683546,19526,0.778907242693774,0.040491275262804,0.26839627650161,6.36666666666667,6.6284965034965
"X4.20.20",30138,7902,1171,1885,319,27,0.507277132678033,0.133004973867603,0.019710051176786,21065,1.53752039151713,0.0388546021633818,0.262193908023094,11.8148148148148,6.74807856532878
"X4.21.20",31843,8244,1210,1705,342,39,0.535975371154907,0.138761453374401,0.0203664918222981,22389,0.904509283819629,0.0379989322614075,0.258895204597557,8.76923076923077,6.81322314049587
"X4.22.20",33320,8768,1241,1477,524,31,0.56083595662725,0.147581322560256,0.0208882779764231,23311,0.866275659824047,0.0372448979591837,0.263145258103241,16.9032258064516,7.06526994359388
"X4.23.20",35085,9045,1272,1765,277,31,0.590544103789527,0.152243734324534,0.0214100641305481,24768,1.19498984427894,0.0362548097477555,0.257802479692176,8.93548387096774,7.11084905660377
