"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ConfDR","DeathR","HealR","RiskD","RiskT"
"X1.22.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.23.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.24.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.25.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.26.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.27.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.28.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.29.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.30.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1.31.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.2.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.3.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.4.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.5.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.6.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.7.20",61,0,0,61,0,0,0.000652535767846866,0,0,61,0,0,0,0,0
"X2.8.20",61,0,0,0,0,0,0.000652535767846866,0,0,61,0,0,0,0,0
"X2.9.20",64,0,0,3,0,0,0.000684627690855729,0,0,64,0,0,0,0,0
"X2.10.20",135,0,0,71,0,0,0.0014441365353988,0,0,135,23.6666666666667,0,0,0,0
"X2.11.20",135,0,0,0,0,0,0.0014441365353988,0,0,135,0,0,0,0,0
"X2.12.20",175,0,0,40,0,0,0.00187202884218363,0,0,175,0,0,0,0,0
"X2.13.20",175,0,0,0,0,0,0.00187202884218363,0,0,175,0,0,0,0,0
"X2.14.20",218,0,0,43,0,0,0.00233201307197733,0,0,218,0,0,0,0,0
"X2.15.20",285,0,0,67,0,0,0.00304873268584192,0,0,285,1.55813953488372,0,0,0,0
"X2.16.20",355,0,0,70,0,0,0.00379754422271537,0,0,355,1.04477611940298,0,0,0,0
