"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ConfDR","DeathR","HealR","RiskD","RiskT"
"X2.19.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.20.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.21.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.22.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.23.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.24.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.25.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.26.20",1,0,0,1,0,0,2.32787848086971e-05,0,0,1,0,0,0,0,0
"X2.27.20",1,0,0,0,0,0,2.32787848086971e-05,0,0,1,0,0,0,0,0
"X2.28.20",1,0,0,0,0,0,2.32787848086971e-05,0,0,1,0,0,0,0,0
"X2.29.20",2,0,0,1,0,0,4.65575696173942e-05,0,0,2,0,0,0,0,0
"X3.1.20",8,0,0,6,0,0,0.000186230278469577,0,0,8,6,0,0,0,0
"X3.2.20",8,0,0,0,0,0,0.000186230278469577,0,0,8,0,0,0,0,0
"X3.3.20",11,0,0,3,0,0,0.000256066632895668,0,0,11,0,0,0,0,0
"X3.4.20",16,0,0,5,0,0,0.000372460556939153,0,0,16,1.66666666666667,0,0,0,0
"X3.5.20",22,0,0,6,0,0,0.000512133265791336,0,0,22,1.2,0,0,0,0
"X3.6.20",34,0,0,12,0,0,0.000791478683495701,0,0,34,2,0,0,0,0
"X3.7.20",40,0,0,6,0,0,0.000931151392347883,0,0,40,0.5,0,0,0,0
"X3.8.20",62,0,1,22,0,1,0.00144328465813922,0,2.32787848086971e-05,61,3.66666666666667,0.0161290322580645,0,0,0
"X3.9.20",69,0,1,7,0,0,0.0016062361518001,0,2.32787848086971e-05,68,0.318181818181818,0.0144927536231884,0,0,0
"X3.10.20",92,0,1,23,0,0,0.00214164820240013,0,2.32787848086971e-05,91,3.28571428571429,0.0108695652173913,0,0,0
"X3.11.20",132,0,2,40,0,1,0.00307279959474802,0,4.65575696173942e-05,130,1.73913043478261,0.0151515151515152,0,0,0
"X3.12.20",154,0,3,22,0,1,0.00358493286053935,0,6.98363544260913e-05,151,0.55,0.0194805194805195,0,0,0
"X3.13.20",320,0,4,166,0,1,0.00744921113878307,0,9.31151392347884e-05,316,7.54545454545455,0.0125,0,0,0
"X3.14.20",396,1,6,76,1,2,0.00921839878424405,2.32787848086971e-05,0.000139672708852183,389,0.457831325301205,0.0151515151515152,0.00252525252525253,0.5,0.166666666666667
"X3.15.20",466,1,6,70,0,0,0.0108479137208528,2.32787848086971e-05,0.000139672708852183,459,0.921052631578947,0.0128755364806867,0.00214592274678112,0,0.166666666666667
"X3.16.20",696,2,6,230,1,0,0.0162020342268532,4.65575696173942e-05,0.000139672708852183,688,3.28571428571429,0.00862068965517241,0.0028735632183908,1,0.333333333333333
"X3.17.20",994,7,7,298,5,1,0.0231391120998449,0.00016295149366088,0.00016295149366088,980,1.29565217391304,0.00704225352112676,0.00704225352112676,5,1
"X3.18.20",1248,7,9,254,0,2,0.029051923441254,0.00016295149366088,0.000209509063278274,1232,0.852348993288591,0.00721153846153846,0.00560897435897436,0,0.777777777777778
"X3.19.20",1761,7,14,513,0,5,0.0409939400481156,0.00016295149366088,0.000325902987321759,1740,2.01968503937008,0.00795002839295855,0.00397501419647927,0,0.5
"X3.20.20",2405,13,24,644,6,10,0.0559854774649165,0.000302624202513062,0.00055869083540873,2368,1.25536062378168,0.00997920997920998,0.00540540540540541,0.6,0.541666666666667
"X3.21.20",3213,17,34,808,4,10,0.0747947355903437,0.00039573934174785,0.000791478683495701,3162,1.25465838509317,0.0105820105820106,0.00529100529100529,0.4,0.5
"X3.22.20",4488,36,56,1275,19,22,0.104475186221433,0.000838036253113095,0.00130361194928704,4396,1.5779702970297,0.0124777183600713,0.00802139037433155,0.863636363636364,0.642857142857143
"X3.23.20",5333,36,74,845,0,18,0.124145759384782,0.000838036253113095,0.00172263007584358,5223,0.662745098039216,0.0138758672417026,0.00675042190136884,0,0.486486486486487
"X3.24.20",6148,97,100,815,61,26,0.14311796900387,0.00225804212644362,0.00232787848086971,5951,0.964497041420118,0.0162654521795706,0.0157774886141835,2.34615384615385,0.97
"X3.25.20",7071,104,124,923,7,24,0.164604287382297,0.0024209936201045,0.00288656931627844,6843,1.13251533742331,0.0175364163484656,0.0147079620987131,0.291666666666667,0.838709677419355
"X3.26.20",8311,133,152,1240,29,28,0.193469980545081,0.00309607837955671,0.00353837529092196,8026,1.34344528710726,0.0182890145590182,0.0160028877391409,1.03571428571429,0.875
"X3.27.20",9596,185,179,1285,52,27,0.223383219024257,0.00430657518960896,0.00416690248075678,9232,1.03629032258065,0.0186536056690288,0.0192788661942476,1.92592592592593,1.03351955307263
"X3.28.20",11004,211,228,1408,26,49,0.256159748034903,0.00491182359463509,0.00530756293638294,10565,1.09571984435798,0.0207197382769902,0.0191748455107234,0.530612244897959,0.925438596491228
"X3.29.20",12176,227,276,1172,16,48,0.283442483830696,0.00528428415157424,0.0064249446072004,11673,0.832386363636364,0.0226675427069645,0.0186432325886991,0.333333333333333,0.822463768115942
"X3.30.20",13251,620,325,1075,393,49,0.308467177500045,0.0144328465813922,0.00756560506282655,12306,0.917235494880546,0.0245264508338993,0.0467889215908233,8.02040816326531,1.90769230769231
"X3.31.20",15654,1093,409,2403,473,84,0.364406097395344,0.0254437117959059,0.00952102298675711,14152,2.2353488372093,0.0261275073463651,0.069822409607768,5.63095238095238,2.67237163814181
"X4.1.20",18022,1194,484,2368,101,75,0.419530259822339,0.0277948690615843,0.0112669318474094,16344,0.985434873075323,0.0268560648096771,0.0662523582288314,1.34666666666667,2.46694214876033
"X4.2.20",20455,1493,633,2433,299,149,0.476167543261899,0.0347552257193848,0.0147354707839053,18329,1.02744932432432,0.0309459789782449,0.0729894891224639,2.00671140939597,2.35860979462875
"X4.3.20",22640,1615,722,2185,122,89,0.527031688068902,0.0375952374660458,0.0168072826318793,20303,0.898068228524455,0.0318904593639576,0.0713339222614841,1.37078651685393,2.23684210526316
"X4.4.20",25188,2205,869,2548,590,147,0.586346031761462,0.0513297205031771,0.0202292639987578,22114,1.16613272311213,0.0345005558202319,0.0875416865173892,4.01360544217687,2.53739930955121
"X4.5.20",27223,2375,945,2035,170,76,0.633718358847161,0.0552871139206556,0.0219984516442187,23903,0.798665620094192,0.0347132939058884,0.0872424053190317,2.23684210526316,2.51322751322751
"X4.6.20",29418,2570,1074,2195,195,129,0.684815291502251,0.0598264769583515,0.0250014148845407,25774,1.07862407862408,0.0365082602488273,0.0873614793663743,1.51162790697674,2.39292364990689
"X4.7.20",32407,3119,1235,2989,549,161,0.754395579295447,0.0726065298183262,0.0287492992387409,28053,1.36173120728929,0.0381090505137779,0.0962446385040269,3.40993788819876,2.52550607287449
"X4.8.20",37600,3456,1457,5193,337,222,0.875282308807011,0.0804514802988571,0.0339171894662717,32687,1.73737035797926,0.03875,0.0919148936170213,1.51801801801802,2.37199725463281
"X4.9.20",42002,4088,1675,4402,632,218,0.977755519534895,0.0951636722979537,0.0389919645545676,36239,0.847679568650106,0.0398790533784106,0.0973286986333984,2.89908256880734,2.44059701492537
"X4.10.20",47594,4592,1872,5592,504,197,1.10793048418513,0.106896179841537,0.0435778851618809,41130,1.2703316674239,0.0393326889944111,0.0964827499264613,2.55837563451777,2.45299145299145
"X4.11.20",50661,5209,2007,3067,617,135,1.1793265171934,0.121259190068503,0.0467205211110551,43445,0.54846208869814,0.0396162728726239,0.10282071021101,4.57037037037037,2.59541604384654
"X4.12.20",53805,5668,2168,3144,459,161,1.25251501663195,0.131944152295695,0.0504684054652553,45969,1.02510596674275,0.0402936530062262,0.105343369575318,2.85093167701863,2.61439114391144
"X4.13.20",58042,7037,2342,4237,1369,174,1.3511472278664,0.163812808698801,0.0545189140219686,48663,1.34764631043257,0.040350091313187,0.121239791874849,7.86781609195402,3.00469684030743
"X4.14.20",61168,10648,2613,3126,3611,271,1.42391670917838,0.247872500643007,0.0608274647051255,47907,0.737786169459523,0.0427184148574418,0.174077949254512,13.3247232472325,4.07500956754688
"X4.15.20",66474,22405,2877,5306,11757,264,1.54743394137333,0.521561173638858,0.0669730638946215,41192,1.69737683941139,0.0432800794295514,0.337049071817553,44.5340909090909,7.78762599930483
"X4.16.20",71003,26014,3138,4529,3609,261,1.65286355777192,0.605574308013446,0.0730488267296915,41851,0.853562005277045,0.0441953156908863,0.366378885399208,13.8275862068966,8.2899936265137
"X4.17.20",76554,26912,3435,5551,898,297,1.782084092245,0.626478656771656,0.0799626258178745,46207,1.22565687789799,0.0448702876400972,0.351542701883638,3.02356902356902,7.83464337700146
"X4.18.20",81854,27703,3754,5300,791,319,1.90546165173109,0.644892175555335,0.0873885581718489,50397,0.954782921996037,0.04586214479439,0.3384440589342,2.47962382445141,7.37959509856153
"X4.19.20",86430,36423,3975,4576,8720,221,2.01198537101569,0.847883179087174,0.0925331696145709,46032,0.863396226415094,0.0459909753557792,0.421416174939257,39.4570135746606,9.16301886792453
"X4.20.20",90840,37174,4205,4410,751,230,2.11464481202204,0.865365546478506,0.0978872901205712,49461,0.963723776223776,0.0462901805372083,0.409225011008366,3.26521739130435,8.84042806183115
"X4.21.20",95801,38560,4450,4961,1386,245,2.23013086345799,0.89762994222336,0.103590592398702,52791,1.1249433106576,0.0464504545881567,0.402501017734679,5.65714285714286,8.66516853932584
"X4.22.20",101319,41570,4716,5518,3010,266,2.35858319803238,0.967699084497538,0.109782749157815,55033,1.11227575085668,0.0465460575015545,0.41028829735785,11.3157894736842,8.81467345207803
"X4.23.20",109086,43898,5247,7767,2328,531,2.53938951964153,1.02189209553218,0.122143783891234,59941,1.40757520840884,0.0480996644849018,0.402416442073227,4.38418079096045,8.3663045549838
